probe,fc_CD_ileum,fc_UC_colon,fc_CD_colon
8029744,-0.0166,0.1467,0.1281
8029754,0.1086,0.1333,0.1411
8029759,0.0017,-0.0002,0.0618
8029773,-0.1546,-0.0127,0.0221
8029779,-0.1389,-0.0308,0.0138
8029784,-0.1195,-0.0071,-0.0543
8029814,0.0184,0.0605,0.054
8029829,-0.049,0.0043,0.0741
8029831,0.0705,0.2463,0.3045
8029845,-0.0185,-0.1425,-0.1154
8029847,-0.0738,-0.0111,-0.0227
8029854,-0.1158,0.0015,-0.0613
8029856,-0.4839,-0.5987,-0.5676
8029870,-0.0662,-0.0196,0.0057
8029884,0.106,0.0493,0.0206
8029894,0.0007,0.1536,0.1888
8029907,0.4466,0.8186,0.9381
8029914,0.1601,0.272,0.3274
8029918,-0.0825,0.1021,0.102
8029937,-0.0031,0.0243,0.0753
8029939,-0.0849,-0.2198,-0.1712
8029950,0.2745,0.6952,0.7691
8029958,-0.2844,-0.1944,-0.2746
8029969,-0.1274,-0.1372,-0.5405
8029978,-0.0294,-0.0696,-0.0843
8029988,-0.0915,-0.058,-0.0213
8029996,-0.0868,-0.0864,-0.033
8030002,-0.0729,-0.0111,-0.0651
8030007,0.1828,0.9634,1.0041
8030015,-0.0849,-0.0509,-0.1047
8030022,0.2351,0.1007,0.0355
8030035,0.0851,0.1963,0.0722
8030044,-0.1221,0.0487,0.057
8030049,-0.0268,0.0944,0.0475
8030064,0.0711,-0.0287,-0.0526
8030067,-0.7675,0.1319,0.0296
8030076,-0.0634,-0.0685,-0.066
8030078,-0.3529,-0.5504,-0.3626
8030092,-0.0937,-0.0197,0.2071
8030094,0.3449,-0.073,0.1897
8030105,-0.0994,-0.022,-0.0183
8030113,0.2357,0.1578,0.1357
8030128,-0.4348,0.4717,0.2289
8030133,-0.1588,0.0423,0.0689
8030148,-1.2426,-0.1355,-0.1708
8030158,-0.1289,-0.0115,0.0031
8030171,-0.3437,0.0314,0.202
8030181,-0.0369,0.0043,-0.0134
8030187,-0.0963,-0.0212,-0.0173
8030197,-0.079,0.1,0.16
8030199,0.0527,0.2372,0.3209
8030212,-0.1141,-0.1313,-0.0564
8030220,-0.081,-0.2764,-0.1338
8030251,-0.156,-0.7072,-0.3479
8030277,-0.5651,1.1532,1.0027
8030292,-0.042,-0.1017,-0.1576
8030299,-0.1266,-0.0529,-0.1353
8030321,-0.0724,0.1486,0.2465
8030339,-0.0035,0.1944,0.2417
8030351,0.0109,-0.0545,-0.115
8030360,-0.362,0.4005,0.4405
8030362,-0.0272,0.1481,0.2101
8030364,-0.0944,0.7501,0.6459
8030366,0.102,-0.0382,-0.1615
8030368,0.0623,0.1207,0.0765
8030374,-0.5195,-0.6191,-0.3697
8030383,-0.1326,-0.2292,0.1295
8030391,-0.2017,-0.1815,-0.047
8030393,-0.1775,-0.1557,-0.1289
8030403,-0.028,0.0742,0.0717
8030416,-0.1209,0.0483,0.059
8030429,0.026,0.1636,0.1252
8030437,0.1947,0.2922,0.2059
8030448,0.1415,0.1897,0.3355
8030470,0.0246,0.1196,0.1641
8030498,0.0044,0.0048,-0.0017
8030525,-0.1365,0.215,0.2285
8030539,-0.3786,0.0774,0.1778
8030557,0.0019,0.2774,0.2524
8030563,-0.0812,0.0743,0.1357
8030569,-0.1238,0.042,-0.1514
8030578,-0.1901,-0.1013,-0.1067
8030582,-0.0487,-0.2981,-0.0902
8030630,-0.2554,-0.1087,-0.0573
8030641,0.0475,0.0651,0.0861
8030671,-0.7295,-0.3358,-0.3219
8030677,-0.0945,-0.0012,-0.1211
8030706,-0.2993,0.1084,0.1039
8030721,0.0222,0.1329,0.214
8030731,-0.2927,0.0767,-0.0806
8030733,-0.0833,-0.1422,-0.1159
8030736,-0.0754,-0.1116,-0.0667
8030749,-0.0497,0.0449,0.0969
8030753,-0.0185,-0.2323,-0.1608
8030768,-0.0861,-0.0282,0.0174
8030782,0.1943,0.3843,0.618
8030789,0.0273,0.2372,0.3953
8030796,0.0483,0.1139,0.0569
8030804,0.1599,0.2097,0.3126
8030813,-0.0431,-0.1407,-0.1752
8030823,-0.0037,-0.2911,-0.2848
8030826,-0.0942,-0.0844,-0.1006
8030831,-0.4868,-0.3561,-0.2293
8030838,-0.3051,-0.2771,-0.2558
8030840,-0.1436,0.0795,-0.0062
8030842,0.0289,0.0407,0.0544
8030844,0.1649,-0.2739,-0.3945
8030846,0.0321,-0.0023,-0.026
8030848,0.0148,0.0699,0.1219
8030860,1.2075,1.5383,1.6971
8030866,0.6739,0.5362,0.7305
8030871,-0.0225,-0.5621,-0.5626
8030879,0.0493,-0.0647,-0.1483
8030881,0.0551,-0.0966,-0.0503
8030899,-0.2236,-0.2747,-0.3283
8030908,-0.1694,-0.6817,-0.7056
8030914,-0.1878,-0.3782,-0.4043
8030925,-0.1478,-0.0605,-0.1496
8030931,-0.4655,-0.36,-0.3377
8030939,-0.0788,-0.0524,-0.0527
8030944,-0.0293,-0.1099,-0.0429
8030946,-0.1876,-0.5622,-0.4095
8030950,-0.1644,-0.4736,-0.2452
8030954,-0.0874,-0.6055,-0.4856
8030964,-0.1189,-0.0471,-0.0699
8030969,-0.1508,-0.2309,-0.1683
8030972,-0.034,-0.0645,0.0301
8030974,-0.1085,-0.0564,-0.1539
8030978,-0.1133,-0.5691,-0.4953
8030980,0.0771,-0.2713,-0.1908
8030982,-0.1419,-0.2196,-0.1682
8030991,0.2262,-0.0868,-0.0773
8030993,0.0213,-0.2406,-0.1167
8030997,-0.0911,-0.6253,-0.585
8030999,-0.086,0.2169,0.0685
8031011,-0.0209,0.0088,0.0107
8031013,-0.0749,-0.3398,-0.3464
8031027,-0.121,-0.0689,-0.1345
8031029,-0.0617,-0.0944,-0.1399
8031031,0.0683,0.1196,0.0712
8031035,-0.0271,0.0374,0.0475
8031037,0.0343,-0.0606,-0.1748
8031039,0.0225,-0.1246,-0.1616
8031045,-0.0782,-0.1083,-0.1708
8031047,0.2779,0.4875,0.1268
8031057,-0.2066,0.1511,0.0794
8031076,-0.1051,-0.0898,-0.1125
8031084,-0.0481,-0.0118,0.0248
8031090,-0.2321,-0.1321,-0.1839
8031097,-0.0351,-0.0148,0.0978
8031102,-0.1033,-0.0595,-0.1529
8031122,-0.0227,0.0738,0.0773
8031145,-0.1122,-0.0243,-0.0351
8031152,0.0145,-0.0276,-0.0597
8031157,-0.0836,-0.0592,-0.079
8031176,0.0618,0.0082,0.2899
8031196,-0.0994,0.1399,0.2097
8031200,-0.1107,0.0443,-0.0372
8031207,0.3711,0.5195,0.7328
8031213,0.4904,0.8575,0.8561
8031223,0.4091,0.8492,1.0404
8031238,0.5542,0.8425,1.4282
8031253,-0.1146,-0.1205,-0.1025
8031260,-0.0965,-0.1486,-0.1823
8031277,-0.0878,-0.2821,-0.3103
8031293,-0.2889,-0.3025,-0.1824
8031297,-0.0675,-0.2515,-0.3137
8031311,-0.1319,-0.1996,-0.1899
8031328,-0.1034,-0.2603,-0.3349
8031344,0.0597,-0.1325,-0.1384
8031346,-0.2245,-0.443,-0.4075
8031358,-0.0344,-0.2047,-0.2352
8031374,0.3523,0.6346,0.7076
8031387,-0.0924,-0.038,-0.0536
8031398,-0.0115,0.2431,0.5628
8031414,0.2087,0.2769,0.1838
8031439,-0.0068,-0.0198,-0.0983
8031441,-0.0639,0.0216,0.0139
8031466,0.0453,0.0765,0.132
8031475,-0.1114,-0.0859,-0.0992
8031483,-0.0668,0.0003,-0.0889
8031489,-0.0906,-0.0901,-0.0855
8031495,0.0593,0.0715,0.0561
8031499,-0.0941,0.0005,0.0595
8031511,-0.0951,-0.0624,-0.0636
8031514,-0.17,-0.0251,0.04
8031516,-0.1303,-0.0465,-0.0316
8031522,-0.1627,0.0657,0.0489
8031526,-0.1371,0.0241,0.0421
8031536,-0.0819,0.0823,0.1147
8031550,-0.3582,-0.2049,-0.1899
8031566,-0.2342,-0.1833,-0.1506
8031568,-0.046,0.0067,-0.0019
8031570,-0.0401,-0.0996,-0.012
8031573,-0.0135,-0.0433,0.0192
8031576,-0.1672,-0.113,-0.131
8031586,-0.0756,-0.0584,-0.0824
8031600,-0.0252,-0.0365,-0.0191
8031615,-0.0816,-0.1036,-0.1258
8031617,0.0102,0.0145,-0.0624
8031622,-0.0979,-0.127,-0.2203
8031629,-0.0653,-0.0472,-0.0209
8031632,-0.0274,0.0706,-0.0748
8031640,-0.0552,-0.0491,-0.0935
8031646,-0.0716,0.4243,0.334
8031650,-0.1379,-0.3256,-0.2969
8031659,0.0578,-0.1473,-0.1653
8031669,-0.0616,-0.2899,-0.353
8031675,0.0212,-0.0234,-0.0713
8031680,0.1581,0.1501,0.0374
8031682,-0.0481,0.1438,0.1523
8031684,0.024,-0.1175,-0.1807
8031686,-0.0708,-0.1713,-0.3054
8031690,-0.0303,0.0073,-0.07
8031700,-0.0217,-0.0252,-0.0662
8031712,-0.0455,0.063,-0.0828
8031714,0.0461,0.2427,0.1904
8031720,-0.093,0.2258,0.0999
8031726,-0.0347,0.1362,0.0429
8031732,0.0063,-0.0179,0.0062
8031737,-0.1985,0.1316,0.0776
8031744,-0.0986,-0.1834,-0.1342
8031748,-0.2048,-0.2404,-0.206
8031750,-0.1483,-0.1991,-0.1605
8031759,-0.0424,-0.0442,0.0009
8031762,-0.1847,-0.0879,-0.1921
8031768,-0.2078,0.1242,0.0119
8031778,-0.0552,0.056,0.0037
8031784,-0.0616,-0.2101,-0.2542
8031792,-0.1458,-0.1006,-0.052
8031799,-0.1649,-0.1546,-0.2268
8031807,-0.0136,-0.1808,-0.2888
8031815,0.043,-0.2099,-0.2101
8031821,-0.0121,-0.1166,-0.0566
8031825,0.5814,-0.1745,-0.0076
8031827,0.1584,0.0468,0.2383
8031837,0.183,0.1159,0.4448
8031840,0.0011,-0.0368,-0.1172
8031843,-0.1275,-0.1337,-0.0464
8031847,-0.0398,-0.0648,-0.0344
8031857,-0.1457,-0.0546,-0.0771
8031865,0.1222,0.1478,0.1779
8031867,0.2357,0.5092,0.7543
8031871,-0.199,0.0417,-0.068
8031884,0.0372,-0.1043,-0.187
8031893,0.0802,0.0413,-0.0348
8031899,-0.0336,-0.1096,-0.2225
8031906,-0.0653,-0.0517,0.0029
8031908,-0.241,-0.1221,-0.1381
8031913,-0.0181,0.1495,0.0595
8031931,-0.0014,-0.1463,-0.0215
8031933,0.0082,-0.1248,-0.3556
8031939,0.0215,0.0649,-0.0046
8031949,0.011,-0.0045,-0.0569
8031956,-0.1066,-0.1706,-0.1543
8031962,-0.1526,-0.0017,0.0161
8031973,-0.1585,-0.0118,-0.0383
8031981,-0.0183,-0.2549,0.0552
8031984,-0.0076,-0.105,-0.2062
8031990,0.4326,-0.1716,-0.0888
8031992,0.1324,0.2987,0.4635
8031997,0.4435,0.5838,0.6161
8031999,-0.0716,-0.1022,-0.1449
8032009,0.1723,0.3435,0.3123
8032023,-0.0707,-0.1411,-0.1713
8032034,-0.0502,-0.013,-0.0695
8032037,0.2146,0.2036,0.2756
8032051,-0.1279,-0.0231,0.0585
8032057,-0.1001,-0.1502,-0.1826
8032070,-0.1622,-0.1227,-0.1188
8032076,-0.2206,0.0677,0.0462
8032088,-0.0873,-0.098,-0.0977
8032094,-0.122,0.0105,-0.0341
8032106,-0.0867,0.2183,0.2503
8032127,0.1019,0.3964,0.3173
8032137,-0.2043,0.0353,0.156
8032149,-0.1549,-0.0623,-0.1145
8032157,0.4182,0.7074,0.7118
8032197,0.0091,-0.1284,-0.1343
8032208,-0.045,-0.1451,-0.1205
8032212,-0.0856,-0.072,-0.0845
8032214,0.0057,0.0638,0.05
8032224,-0.2147,-0.1356,-0.0198
8032232,0.061,-0.0396,-0.0293
8032249,-0.4104,0.1556,0.0984
8032265,-0.2,0.0336,-0.0446
8032273,-0.0892,0.0107,-0.0169
8032275,0.0732,0.0604,0.1231
8032284,-0.1292,-0.282,-0.2842
8032290,-0.2761,0.1331,0.1239
8032312,-0.0571,-0.0686,-0.035
8032347,-0.1212,-0.0136,0.0175
8032365,-0.2537,0.1663,0.0403
8032371,-0.0163,0.0282,-0.0119
8032375,0.0629,-0.0491,-0.0909
8032380,-0.1889,-0.4185,-0.4208
8032392,-0.5289,-0.2817,-0.1151
8032410,-0.1789,0.3479,0.3345
8032418,0.0919,0.264,0.2735
8032455,-0.2303,-0.5162,-0.3653
8032465,0.0108,0.0081,-0.0062
8032473,-0.0337,-0.003,-0.0074
8032478,-0.0265,-0.0964,-0.0579
8032480,0.0285,0.1018,0.2352
8032484,-0.0145,-0.1075,-0.0921
8032491,0.2925,0.0916,-0.0007
8032507,-0.0723,0.038,0.0007
8032509,-0.1955,0.1601,-0.07
8032518,-0.0609,-0.19,-0.2212
8032525,0.0092,-0.0318,-0.004
8032530,-0.0064,0.0092,-0.0373
8032544,-0.0311,-0.16,-0.0993
8032553,0.0771,-0.397,-0.2848
8032576,0.0666,0.067,0.0674
8032588,-0.6032,-0.2055,0.0169
8032595,0.0018,0.1058,0.0948
8032601,-0.1113,-0.0553,-0.1192
8032608,0.1523,0.4775,0.4207
8032623,-0.0067,0.0989,0.1488
8032637,0.0272,-0.2413,-0.2411
8032650,-0.018,0.1346,0.1323
8032670,-0.2623,0.133,0.1403
8032682,-0.1938,-0.1254,-0.1311
8032699,-0.0798,-0.0357,-0.0507
8032718,0.0552,0.0732,0.0609
8032730,-0.1279,-0.0615,-0.0985
8032749,0.1081,0.287,0.2028
8032751,-0.0145,-0.1438,-0.0817
8032755,-0.0684,-0.1623,-0.0479
8032761,-0.1635,-0.0117,0.1354
8032770,-0.0108,-0.3907,-0.2357
8032782,-0.0618,-0.1062,-0.0484
8032789,-0.3204,-0.9128,-0.5899
8032804,-0.2038,0.2992,0.1928
8032815,-0.3121,-0.0499,-0.046
8032829,-0.0221,-0.0332,-0.0761
8032834,0.6039,0.6014,0.7825
8032839,0.2762,0.3902,0.3754
8032863,0.2427,0.5243,0.4236
8032871,0.0236,0.0458,0.0943
8032899,-0.2441,-0.2525,-0.4104
8032909,-0.0961,0.0911,0.134
8032922,0.0222,0.0997,0.1277
8032926,0.0259,0.5078,0.3831
8032965,-0.1068,-0.5731,-0.4593
8032972,0.2517,-0.1209,-0.2087
8032974,0.0581,0.018,0.0531
8032996,-0.1344,-0.1385,-0.0423
8033002,0.0098,0.123,0.0988
8033023,-0.0713,-0.0784,-0.0601
8033025,-0.0481,-0.0378,-0.0659
8033043,-0.2977,-0.1872,0.0714
8033054,0.427,-0.0214,0.2275
8033064,-0.1833,0.0126,0.0335
8033069,-0.1094,-0.1349,-0.084
8033075,-0.0046,-0.0532,-0.1125
8033097,-0.2613,-0.143,-0.208
8033118,-0.061,0.1701,0.1889
8033135,0.0472,-0.0532,-0.0333
8033151,-0.1335,-0.0455,-0.0873
8033159,-0.1198,-0.0536,-0.0758
8033162,-0.0946,0.0214,-0.0008
8033179,-0.1125,-0.2104,-0.1537
8033190,-0.6304,-0.9367,-0.7303
8033207,-0.3544,0.4123,0.3918
8033233,-0.1492,0.1385,0.1241
8033241,-0.1052,0.106,-0.0254
8033248,0.0244,0.0824,0.073
8033257,0.295,2.15,2.0089
8033300,-0.2743,-0.2601,-0.1768
8033319,-0.1887,0.0839,0.005
8033330,0.0505,-0.0153,-0.0425
8033332,-0.0332,-0.0549,-0.0223
8033349,-0.1752,-0.0673,-0.1088
8033352,-0.1669,-0.1229,-0.1259
8033356,-0.1243,-0.1061,-0.1899
8033359,-0.1243,-0.1061,-0.1899
8033362,-0.5157,-0.3481,-0.277
8033385,-0.1087,-0.1152,-0.1146
8033392,-0.1117,0.1106,0.1056
8033414,-0.0555,0.0031,0.0382
8033420,-0.6909,0.3804,0.0593
8033433,-0.0327,0.0014,-0.046
8033445,0.0004,0.1057,-0.0691
8033455,-0.0397,0.0076,0.0142
8033458,-0.1186,0.0596,0.0698
8033460,-0.0562,-0.0655,-0.0796
8033462,-0.0891,-0.0764,-0.093
8033465,-0.0442,-0.085,-0.0537
8033479,-0.0189,0.0232,-0.0311
8033487,-0.053,-0.0338,0.0109
8033554,0.2878,0.1486,0.0763
8033564,0.1115,0.05,-0.0199
8033571,-0.0854,-0.0111,0.0163
8033587,0.0377,0.0524,0.0214
8033598,-0.052,-0.0197,-0.0065
8033605,0.4214,0.7592,0.9617
8033635,0.0257,0.2335,0.3231
8033662,-0.1537,0.018,0.0554
8033667,-0.0472,-0.3735,-0.3843
8033674,0.0352,0.1412,-0.0118
8033734,-0.1614,-0.0853,-0.1729
8033736,-0.2534,0.015,0.0427
8033738,-0.1501,-0.0367,-0.1413
8033740,-0.1642,-0.0487,-0.0409
8033742,0.1046,0.1041,0.0251
8033744,-0.003,-0.0397,-0.0869
8033746,-0.1116,0.1619,0.1192
8033754,-0.2318,-0.0021,0.0635
8033767,-0.0905,-0.1041,-0.1354
8033780,0.1802,0.1066,-0.0388
8033789,0.1295,0.1963,0.0348
8033795,0.005,0.1002,0.0607
8033801,0.0942,0.1834,0.1337
8033809,-0.0804,-0.4484,-0.3001
8033813,-0.3359,-0.049,0.051
8033818,0.0265,0.2799,0.2199
8033825,-0.0262,0.1453,0.1579
8033892,-0.1896,0.0674,0.0511
8033899,0.0023,0.0577,-0.0155
8033912,0.3703,0.4027,0.3235
8033956,-0.0772,0.0663,0.0309
8033960,-0.1056,-0.0317,0.0275
8033969,-0.1584,0.0426,0.0618
8033987,0.0172,0.7234,0.6655
8033996,0.0438,0.1808,0.2721
8034021,0.2709,0.2383,0.1985
8034034,-0.0405,0.0374,0.0411
8034043,-0.0369,-0.0068,-0.0142
8034055,0.0239,0.0995,0.0506
8034075,0.0087,-0.0401,-0.0325
8034084,-0.0893,-0.2957,-0.1782
8034097,-0.028,-0.3912,-0.4973
8034099,0.0658,0.0391,0.0538
8034101,0.0223,0.0586,0.0725
8034108,-0.0662,0.1302,0.0824
8034122,0.2788,0.1693,0.1182
8034130,0.1051,0.231,0.2094
8034151,-0.0512,0.1039,0.1692
8034199,-0.0246,-0.0185,-0.0185
8034202,0.3878,0.4647,0.4138
8034210,-0.2051,0.2379,0.0917
8034217,-0.0021,0.0569,0.043
8034227,-0.0494,0.0011,0.0441
8034249,-0.1252,-0.162,-0.1135
8034263,-0.1602,-0.0336,-0.0498
8034276,-0.1366,-0.0374,-0.032
8034286,-0.0764,-0.1426,-0.0517
8034297,0.0132,0.2089,0.2916
8034299,-0.2126,-0.0296,-0.1205
8034304,0.2146,0.5537,0.6316
8034313,0.1192,0.0708,0.0302
8034315,-0.0079,-0.512,-0.4499
8034320,0.0226,-0.1074,-0.1177
8034326,0.0924,-0.0563,-0.0757
8034330,-0.031,-0.166,-0.19
8034332,-0.0369,-0.1526,-0.0915
8034334,-0.1021,-0.2892,-0.2297
8034342,0.0385,0.1506,0.1025
8034344,-0.0175,-0.0153,0.0302
8034349,-0.2078,-0.4626,-0.3483
8034370,-0.1797,-0.2063,-0.0273
8034379,-0.0052,-0.2763,-0.2234
8034390,-0.027,-0.3512,-0.2237
8034393,-0.1333,-0.4544,-0.3478
8034395,0.0194,-0.0357,-0.1116
8034401,-0.2584,-0.5015,-0.4274
8034408,-0.2446,-0.2799,-0.307
8034416,-0.1284,-0.0872,-0.1446
8034420,0.0215,0.1711,0.1714
8034448,-0.2116,0.1088,0.165
8034454,-0.3382,-0.0983,-0.1651
8034469,0.0219,-0.0655,-0.0915
8034482,0.155,0.065,-0.0119
8034512,-0.1297,0.2386,0.1786
8034514,-0.1196,-0.1859,-0.239
8034521,-0.2487,-0.5368,-0.4564
8034544,-0.1203,-0.0085,0.0126
8034555,-0.1004,0.0527,0.037
8034565,0.5277,0.1926,0.2613
8034578,-0.0296,0.0078,-0.0396
8034583,-0.0307,0.0426,-0.0115
8034589,0.0261,0.1061,0.0113
8034605,0.0198,0.0209,0.0363
8034608,-0.1096,0.0403,0.0226
8034615,0.0511,-0.0453,0.0208
8034631,-0.014,0.0858,0.1281
8034643,-0.2116,-0.1131,-0.1098
8034694,0.0948,0.5558,0.6265
8034696,0.022,0.3402,0.14
8034698,0.0824,0.4066,0.2773
8034700,-0.054,-0.1045,-0.1154
8034712,0.1896,0.1371,0.3339
8034722,-0.0064,-0.0129,0.0236
8034744,-0.0849,-0.1643,-0.1857
8034747,-0.088,-0.063,-0.0241
8034754,-0.1263,-0.0344,-0.0121
8034762,-0.1209,-0.1107,-0.1031
8034772,0.3402,0.1947,0.0248
8034783,0.0164,-0.276,-0.1385
8034806,0.095,0.1639,0.1103
8034821,-0.0274,0.0211,-0.0631
8034827,0.1717,-0.1484,0.0043
8034837,-0.1466,0.0232,-0.1192
8034843,-0.1484,-0.2391,-0.2434
8034851,0.6933,0.7997,0.6985
8034871,-0.0311,0.2381,0.3411
8034873,1.0194,1.3927,1.4407
8034890,-0.0608,-0.102,-0.066
8034892,-0.0666,-0.0052,-0.1165
8034897,-0.026,-0.0494,-0.0672
8034899,-0.0319,-0.0691,-0.0509
8034901,-0.0416,-0.1693,-0.1535
8034905,-0.0534,-0.0543,-0.1594
8034907,-0.093,-0.1416,-0.188
8034920,-0.1465,-0.2872,-0.1941
8034940,0.1554,0.6063,0.7982
8034974,0.1545,0.4447,0.2904
8034983,-0.057,0.0419,0.0323
8035007,-0.0391,-0.1478,-0.1294
8035023,-0.0268,-0.0062,0.0648
8035040,-0.0554,0.0608,0.076
8035050,-0.13,0.5622,0.6142
8035069,-0.0965,-0.1053,-0.0652
8035078,-0.0278,-0.0371,-0.0493
8035080,-0.2136,-0.2672,-0.2065
8035083,-1.7882,-1.1219,-1.0694
8035095,-1.0914,-0.4538,-0.4495
8035110,-0.0271,-0.1028,-0.1232
8035120,-0.0933,0.0316,0.0591
8035144,0.0444,-0.0408,0.1517
8035146,-0.0405,0.0162,0.0239
8035156,-0.1272,0.006,-0.0818
8035175,-0.0454,0.0675,0.0619
8035177,-0.082,0.0011,-0.0958
8035187,-0.1198,-0.0385,-0.1212
8035193,-0.0205,-0.288,-0.2536
8035201,-0.0401,-0.0899,-0.1002
8035232,0.1925,0.2394,0.2824
8035234,-0.0585,-0.0535,0.0178
8035236,-0.1113,-0.2052,-0.1705
8035249,-0.3051,-0.3451,-0.2148
8035254,0.0595,0.0392,-0.0002
8035271,-0.0106,0.0488,0.0699
8035278,-0.0287,0.0157,0.1214
8035297,0.7377,1.0528,1.1476
8035304,0.8693,1.0593,1.2469
8035311,-0.1312,-0.0945,-0.1315
8035315,-0.0251,-0.0964,-0.0789
8035318,0.0206,0.0229,0.0297
8035345,0.0528,0.0676,0.1214
8035351,0.2397,1.0817,1.1768
8035380,0.3316,0.3858,0.4257
8035398,-0.1195,-0.3899,-0.3288
8035408,-0.0313,-0.2496,-0.158
8035435,-0.2785,-0.3978,-0.4433
8035445,-0.5474,0.1032,0.0819
8035449,-0.0478,-0.1082,-0.1157
8035456,0.2303,0.4397,0.5127
8035465,-0.0467,0.1959,0.1972
8035477,-0.0204,0.2627,0.22
8035494,-0.171,0.1206,0.1087
8035506,-0.1045,-0.028,-0.0355
8035517,-0.0256,-0.1477,-0.1528
8035539,-0.1021,-0.0032,0.0255
8035551,-0.1603,-0.069,-0.0497
8035553,0.1438,0.1875,0.1914
8035566,0.0549,0.0041,0.0452
8035579,-0.0214,-0.0205,-0.0982
8035581,0.2373,0.0431,0.1555
8035600,0.0953,0.1836,0.1915
8035612,-0.1019,0.1178,0.102
8035628,-0.0172,-0.0311,-0.2079
8035639,-0.7435,-0.0608,-0.0106
8035646,-0.1911,-0.1649,-0.1029
8035648,-0.8869,-0.9253,-1.0143
8035666,-0.0401,0.1069,0.0997
8035682,-0.0285,-0.0498,-0.0507
8035684,-0.1404,-0.2588,-0.2503
8035694,0.0154,0.0681,0.0862
8035703,0.0422,0.0786,0.0898
8035714,-0.1051,0.1728,0.2027
8035737,-0.1331,0.2282,0.2695
8035765,-0.2111,-0.0879,-0.2314
8035773,-0.1348,-0.3623,-0.3455
8035779,-0.1141,0.0147,-0.117
8035782,-0.2049,-0.4993,-0.4361
8035787,-0.4159,-0.4889,-0.5318
8035789,0.0331,-0.1036,-0.113
8035793,-0.1499,-0.6843,-0.52
8035795,-0.1598,0.0959,-0.0827
8035801,-0.0555,0.0904,0.1219
8035803,-0.1309,-0.2258,-0.1721
8035808,-0.1211,-0.1677,-0.0754
8035813,-0.3374,-0.7105,-0.6118
8035819,-0.1316,-0.2257,-0.332
8035825,-0.0609,-0.1,-0.2123
8035829,-0.081,-0.0641,-0.1422
8035831,-0.0822,-0.2068,-0.1123
8035836,-0.0299,-0.1764,-0.2029
8035838,0.372,-0.2286,-0.3489
8035842,-0.4971,-1.0521,-0.8949
8035847,-0.2785,-0.8025,-0.6293
8035855,-0.403,-0.7715,-0.6594
8035859,0.0505,0.1111,0.2015
8035863,-0.0354,0.0033,0.0718
8035865,0.0411,-0.0784,-0.0985
8035868,0.0125,-0.1703,-0.2788
8035880,-0.0672,-0.3958,-0.1189
8035884,-0.1111,0.1925,0.2104
8035886,-0.3183,-0.0688,0.0304
8035896,0.3585,0.5885,0.5721
8035901,0.0081,-0.03,-0.0799
8035903,-0.1825,-0.0218,-0.0119
8035905,-0.4245,-0.3212,-0.3081
8035935,-0.0575,0.1464,0.2822
8035937,0.0176,0.015,0.0513
8035939,-0.0997,-0.1419,-0.1456
8035941,-1.621,0.091,-0.0594
8035956,-0.3845,-0.0351,-0.0963
8035958,0.2085,0.0735,0.0684
8035980,-0.0297,-0.024,-0.3893
8035993,-0.0145,-0.0719,-0.1127
8036004,-0.3326,-0.3371,-0.305
8036010,-0.9488,-0.0535,-0.1135
8036025,-0.0367,-0.1522,-0.2106
8036027,-0.0319,-0.0905,-0.1958
8036029,0.0573,-0.0743,-0.0136
8036031,-0.0362,-0.1527,-0.0189
8036033,-0.0269,-0.2446,-0.1602
8036038,-0.0929,-0.0917,-0.0826
8036045,0.2469,0.1805,0.1131
8036055,0.0101,-0.4,-0.2997
8036069,-0.1727,-0.0516,0.044
8036072,0.0593,0.0094,0.0083
8036079,-0.0462,0.3031,0.0067
8036103,-0.0247,0.0903,0.1814
8036110,-0.1118,-0.0371,0.0072
8036133,-0.0778,-0.1204,-0.1056
8036136,0.0828,0.5031,0.5306
8036143,-0.0907,0.0027,0.059
8036151,0.1456,-0.1108,-0.47
8036155,-0.0209,-0.0771,-0.0667
8036170,0.0269,0.0019,0.0575
8036172,-0.1627,-0.1423,-0.1449
8036176,-0.1539,-0.0757,-0.0807
8036207,-0.0762,0.2085,0.1618
8036224,0.3913,0.587,0.8069
8036232,-0.0434,-0.0581,0.0452
8036242,0.0001,0.005,0.1353
8036252,-0.035,0.3094,0.3463
8036270,-0.1285,-0.0661,-0.0274
8036276,-0.2097,-0.1195,-0.109
8036284,-0.0384,0.2187,0.2652
8036291,-0.0573,-0.1783,-0.2862
8036300,-0.1301,0.1089,0.1409
8036302,-0.0646,-0.0877,-0.1601
8036304,-0.2937,-0.5091,-0.3385
8036309,-0.1908,0.0501,0.0659
8036318,-0.1409,-0.1698,-0.1613
8036324,-0.0471,-0.3491,-0.454
8036333,-0.0249,-0.0274,-0.2042
8036341,-0.1597,-0.261,-0.317
8036351,0.0686,-0.3061,-0.3222
8036357,-0.0736,-0.2925,-0.3133
8036363,-0.0316,-0.0572,-0.043
8036365,-0.0929,-0.1409,-0.2168
8036373,-0.1944,-0.4525,-0.4672
8036389,-0.4414,-0.5089,-0.4122
8036395,-0.1676,0.0888,0.0728
8036403,-0.0474,-0.1607,-0.183
8036406,-0.1927,-0.1684,-0.2746
8036416,0.0752,-0.1531,-0.1845
8036418,-0.0858,-0.215,-0.3
8036420,0.0734,-0.1316,-0.2409
8036430,0.0165,-0.0278,-0.0418
8036436,-0.1247,-0.4557,-0.4804
8036444,-0.0384,-0.0413,-0.0793
