Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,fatty-acyl-CoA metabolic process (GO:0035337),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,PPT1;ACSL3
GO_Biological_Process_2021,heme biosynthetic process (GO:0006783),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,ALAS1;COX15
GO_Biological_Process_2021,lipid droplet organization (GO:0034389),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,FAF2;PPID
GO_Biological_Process_2021,mitochondrial calcium ion homeostasis (GO:0051560),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,MCUB;TGM2
GO_Biological_Process_2021,mRNA modification (GO:0016556),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,TRMT6;ZC3H13
GO_Biological_Process_2021,negative regulation of lipid biosynthetic process (GO:0051055),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,CEACAM1;BRCA1
GO_Biological_Process_2021,"nucleotide-excision repair, DNA duplex unwinding (GO:0000717)",2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,GTF2H1;GTF2H4
GO_Biological_Process_2021,positive regulation of neural precursor cell proliferation (GO:2000179),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,DISC1;VEGFA
GO_Biological_Process_2021,protein localization to cell junction (GO:1902414),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,NLGN2;PAK2
GO_Biological_Process_2021,protein mannosylation (GO:0035268),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,FKRP;SDF2L1
GO_Biological_Process_2021,regulation of voltage-gated calcium channel activity (GO:1901385),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,STAC3;PDE4B
GO_Biological_Process_2021,tetrapyrrole metabolic process (GO:0033013),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,ABCC1;TCN1
GO_Biological_Process_2021,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162),2/22,0.9210475809588364,0.9847389939904656,0,0,0.4649886877828054,0.0382423351715619,VPS4B;NEDD4
GO_Biological_Process_2021,negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059),4/38,0.9233768600299818,0.9862466362852584,0,0,0.5468890442424847,0.0435968071759571,RYBP;PANO1;N4BP1;PML
GO_Biological_Process_2021,response to cAMP (GO:0051591),4/38,0.9233768600299818,0.9862466362852584,0,0,0.5468890442424847,0.0435968071759571,STAT1;AQP9;RAPGEF2;SLC26A6
GO_Biological_Process_2021,spliceosomal snRNP assembly (GO:0000387),4/38,0.9233768600299818,0.9862466362852584,0,0,0.5468890442424847,0.0435968071759571,PRPF3;SMN1;SRSF12;WDR77
GO_Biological_Process_2021,sterol biosynthetic process (GO:0016126),4/38,0.9233768600299818,0.9862466362852584,0,0,0.5468890442424847,0.0435968071759571,CH25H;IDI2;HSD17B7;LBR
GO_Biological_Process_2021,ventricular septum development (GO:0003281),4/38,0.9233768600299818,0.9862466362852584,0,0,0.5468890442424847,0.0435968071759571,HECTD1;GJA5;SOX11;SMAD7
GO_Biological_Process_2021,epithelial cell differentiation (GO:0030855),13/101,0.9245427816259664,0.9871167795234262,0,0,0.6862088974854932,0.0538371735620045,KDM6B;EHF;VEGFA;RAB10;SULT1B1;DHRS9;BASP1;CDK1;TPP1;E2F4;RHCG;E2F7;E2F8
GO_Biological_Process_2021,homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),7/60,0.9249275024537306,0.9871167795234262,0,0,0.6137712871974906,0.0478986623150331,ITGB1;IGSF21;CD84;CEACAM1;TENM3;NECTIN2;MPZL2
GO_Biological_Process_2021,ribonucleoprotein complex biogenesis (GO:0022613),7/60,0.9249275024537306,0.9871167795234262,0,0,0.6137712871974906,0.0478986623150331,NOP14;NVL;HEATR3;URB2;RPF2;GLUL;BYSL
GO_Biological_Process_2021,RNA methylation (GO:0001510),7/60,0.9249275024537306,0.9871167795234262,0,0,0.6137712871974906,0.0478986623150331,RBM15;HENMT1;DIMT1;METTL1;TRMT6;TRMT13;ZC3H13
GO_Biological_Process_2021,posttranscriptional regulation of gene expression (GO:0010608),5/46,0.9282626662809904,0.98853541325085,0,0,0.5668160134757305,0.042194090511688,ZC3H10;ZC3H7A;RBM4B;LARP4;PARP9
GO_Biological_Process_2021,spliceosomal complex assembly (GO:0000245),5/46,0.9282626662809904,0.98853541325085,0,0,0.5668160134757305,0.042194090511688,DDX39B;CELF1;SCAF11;SMN1;CRNKL1
GO_Biological_Process_2021,cellular response to cAMP (GO:0071320),3/31,0.9303992340284952,0.98853541325085,0,0,0.4981006263891695,0.0359337268612615,AQP9;RAPGEF2;SLC26A6
GO_Biological_Process_2021,embryonic skeletal system morphogenesis (GO:0048704),3/31,0.9303992340284952,0.98853541325085,0,0,0.4981006263891695,0.0359337268612615,PDGFRA;EIF4A3;SOX11
GO_Biological_Process_2021,negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435),3/31,0.9303992340284952,0.98853541325085,0,0,0.4981006263891695,0.0359337268612615,RYBP;PANO1;N4BP1
GO_Biological_Process_2021,regulation of calcium ion-dependent exocytosis (GO:0017158),3/31,0.9303992340284952,0.98853541325085,0,0,0.4981006263891695,0.0359337268612615,REST;SYT2;DOC2B
GO_Biological_Process_2021,regulation of potassium ion transport (GO:0043266),3/31,0.9303992340284952,0.98853541325085,0,0,0.4981006263891695,0.0359337268612615,KIF5B;KCNAB2;KCNAB3
GO_Biological_Process_2021,steroid hormone biosynthetic process (GO:0120178),3/31,0.9303992340284952,0.98853541325085,0,0,0.4981006263891695,0.0359337268612615,HSD17B2;HSD17B7;CYP19A1
GO_Biological_Process_2021,triglyceride homeostasis (GO:0070328),3/31,0.9303992340284952,0.98853541325085,0,0,0.4981006263891695,0.0359337268612615,XBP1;APOC2;ANGPTL4
GO_Biological_Process_2021,modulation of chemical synaptic transmission (GO:0050804),14/109,0.9321559432293988,0.98853541325085,0,0,0.6844435151442738,0.0480856867725871,ITGB1;MCTP1;NLGN2;HOMER1;LRRK2;GRIK1;TNF;DGKZ;AGER;LRP8;SLC4A8;RIMS3;IL1B;MCTP2
GO_Biological_Process_2021,cellular response to ketone (GO:1901655),4/39,0.932445505536784,0.98853541325085,0,0,0.5312313040666181,0.0371567442168083,PTGER4;SRC;SPHK2;SPP1
GO_Biological_Process_2021,ear morphogenesis (GO:0042471),2/23,0.9325877221366188,0.98853541325085,0,0,0.4428194354664942,0.0309052805615455,NIPBL;EPHB2
GO_Biological_Process_2021,negative regulation of reactive oxygen species metabolic process (GO:2000378),2/23,0.9325877221366188,0.98853541325085,0,0,0.4428194354664942,0.0309052805615455,MMP3;BRCA1
GO_Biological_Process_2021,nucleotide metabolic process (GO:0009117),2/23,0.9325877221366188,0.98853541325085,0,0,0.4428194354664942,0.0309052805615455,PNP;CMPK2
GO_Biological_Process_2021,regulation of neural precursor cell proliferation (GO:2000177),2/23,0.9325877221366188,0.98853541325085,0,0,0.4428194354664942,0.0309052805615455,LRRK2;SHCBP1
GO_Biological_Process_2021,response to nutrient levels (GO:0031667),2/23,0.9325877221366188,0.98853541325085,0,0,0.4428194354664942,0.0309052805615455,MEAK7;CD68
GO_Biological_Process_2021,vesicle transport along microtubule (GO:0047496),2/23,0.9325877221366188,0.98853541325085,0,0,0.4428194354664942,0.0309052805615455,FBXW11;KIF5B
GO_Biological_Process_2021,2-oxoglutarate metabolic process (GO:0006103),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,GOT1
GO_Biological_Process_2021,atrial septum development (GO:0003283),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,GJA5
GO_Biological_Process_2021,atrioventricular valve development (GO:0003171),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,GJA5
GO_Biological_Process_2021,cardiolipin metabolic process (GO:0032048),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,PGS1
GO_Biological_Process_2021,coenzyme A metabolic process (GO:0015936),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,PANK2
GO_Biological_Process_2021,endothelial cell differentiation (GO:0045446),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,KDM6B
GO_Biological_Process_2021,monoacylglycerol metabolic process (GO:0046462),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,ABHD16B
GO_Biological_Process_2021,N-terminal protein amino acid modification (GO:0031365),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,NAA15
GO_Biological_Process_2021,negative regulation of secretion (GO:0051048),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,CD74
GO_Biological_Process_2021,negative regulation of TORC1 signaling (GO:1904262),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,SESN2
GO_Biological_Process_2021,neuromuscular process controlling balance (GO:0050885),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,TPP1
GO_Biological_Process_2021,neuron fate commitment (GO:0048663),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,EPOP
GO_Biological_Process_2021,neurotransmitter biosynthetic process (GO:0042136),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,MOXD1
GO_Biological_Process_2021,nuclear migration (GO:0007097),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,FBXW11
GO_Biological_Process_2021,nucleoside triphosphate metabolic process (GO:0009141),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,CMPK2
GO_Biological_Process_2021,pancreas development (GO:0031016),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,SRP54
GO_Biological_Process_2021,positive regulation of glycoprotein biosynthetic process (GO:0010560),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,CCR7
GO_Biological_Process_2021,positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,STX4
GO_Biological_Process_2021,positive regulation of long-term synaptic potentiation (GO:1900273),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,EPHB2
GO_Biological_Process_2021,protein maturation by iron-sulfur cluster transfer (GO:0097428),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,CIAO2A
GO_Biological_Process_2021,regulation of cAMP-dependent protein kinase activity (GO:2000479),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,RAPGEF2
GO_Biological_Process_2021,regulation of chromatin organization (GO:1902275),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,MKI67
GO_Biological_Process_2021,regulation of lipase activity (GO:0060191),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,FURIN
GO_Biological_Process_2021,regulation of retinoic acid receptor signaling pathway (GO:0048385),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,CALR
GO_Biological_Process_2021,respiratory electron transport chain (GO:0022904),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,SLC25A22
GO_Biological_Process_2021,synaptic membrane adhesion (GO:0099560),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,GPC6
GO_Biological_Process_2021,tRNA wobble base modification (GO:0002097),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,DPH3
GO_Biological_Process_2021,tRNA wobble uridine modification (GO:0002098),1/14,0.9345482974852398,0.98853541325085,0,0,0.3577347165133425,0.0242157679556728,DPH3
GO_Biological_Process_2021,organelle assembly (GO:0070925),64/425,0.9356712932090192,0.989115946868616,0,0,0.8216669298006402,0.0546334941622283,ARF4;AVIL;CEP19;ATP2A2;BICD1;SH3PXD2B;NUP62;RCC1;NEK2;UBAP2L;CEP290;DLGAP5;RAB8A;RAB8B;ACTR3;DYNC2H1;ACTR2;ABCC4;RBM14;DBNL;STX7;ARMC9;WIPI1;CSNK1D;PATL1;PATL2;IFT88;BIN2;RILPL2;IFT81;RUFY4;EXOC6;EXOC5;MAPRE1;CNGB1;STX12;VPS4B;MIS12;ARL13B;HAUS8;G3BP1;E2F4;DISC1;PCNT;ATP6V1D;PIBF1;ATG5;SCLT1;PRRC2C;CPLANE1;INO80;EHD1;VMP1;CENPE;EHD3;CENPF;EHD4;STING1;KIAA0586;CENPJ;CEP83;HYLS1;CEP162;CCDC66
GO_Biological_Process_2021,determination of heart left/right asymmetry (GO:0061371),5/47,0.9362033137369676,0.989115946868616,0,0,0.5532866982060303,0.0364741035346801,EOMES;STIL;TBX21;MICAL2;TBX2
GO_Biological_Process_2021,embryonic heart tube morphogenesis (GO:0003143),5/47,0.9362033137369676,0.989115946868616,0,0,0.5532866982060303,0.0364741035346801,EOMES;STIL;TBX21;MICAL2;TBX2
GO_Biological_Process_2021,histone deacetylation (GO:0016575),5/47,0.9362033137369676,0.989115946868616,0,0,0.5532866982060303,0.0364741035346801,RBM14;REST;SFPQ;MIER1;RCOR1
GO_Biological_Process_2021,positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862),5/47,0.9362033137369676,0.989115946868616,0,0,0.5532866982060303,0.0364741035346801,TGFB1;TGFB3;BMP8A;TTK;BMP6
GO_Biological_Process_2021,regulation of synapse assembly (GO:0051963),5/47,0.9362033137369676,0.989115946868616,0,0,0.5532866982060303,0.0364741035346801,NLGN2;IL1RAP;EPHB2;GPC6;TLR2
GO_Biological_Process_2021,monocarboxylic acid metabolic process (GO:0032787),19/143,0.9368948769183352,0.9896517059789072,0,0,0.7113961994334901,0.0463717879885472,PANK2;SLC16A1;MTHFS;ACSL3;CPT1B;SLC5A6;ALDH1A3;VNN1;VNN2;NPC1;MTHFD1L;VNN3;CYP2S1;KYNU;ME2;SLC16A3;AASDHPPT;LDHAL6B;PPARD
GO_Biological_Process_2021,cellular response to hormone stimulus (GO:0032870),9/76,0.9381442256462144,0.9905286151951858,0,0,0.6240616131583511,0.0398473219589051,XBP1;SRC;NCOA3;LOC400499;STAT3;ARID5A;SRA1;SERPINB9;CTSS
GO_Biological_Process_2021,regulation of BMP signaling pathway (GO:0030510),9/76,0.9381442256462144,0.9905286151951858,0,0,0.6240616131583511,0.0398473219589051,GREM1;UBE2D1;UBE2O;SOX11;CCN1;LEMD3;SKIL;SORL1;SMAD7
GO_Biological_Process_2021,synapse assembly (GO:0007416),8/69,0.938278923098217,0.9905286151951858,0,0,0.6093345098221334,0.0388194919690997,DBNL;NLGN2;FZD5;SPOCK2;WNT5A;LGI2;RAB29;NRCAM
GO_Biological_Process_2021,glucose metabolic process (GO:0006006),7/62,0.9390238010616212,0.9911199474120792,0,0,0.5913802425272264,0.0372063643858687,TPI1;OAS1;GOT1;ADPGK;ENO1;OMA1;PPARD
GO_Biological_Process_2021,negative regulation of developmental growth (GO:0048640),3/32,0.939486845535816,0.9914084979876782,0,0,0.4808954787104326,0.0300181987469561,CDKN1A;DUSP10;WWC2
GO_Biological_Process_2021,carboxylic acid metabolic process (GO:0019752),4/40,0.9405305094673712,0.9914084979876782,0,0,0.5164434383449663,0.0316637623624737,SLC23A2;GSTO1;CYP2S1;SLC2A3
GO_Biological_Process_2021,detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580),4/40,0.9405305094673712,0.9914084979876782,0,0,0.5164434383449663,0.0316637623624737,RTP4;TAS2R30;TAS2R13;TAS2R19
GO_Biological_Process_2021,digestive tract development (GO:0048565),4/40,0.9405305094673712,0.9914084979876782,0,0,0.5164434383449663,0.0316637623624737,NIPBL;CXCL8;RARB;TNF
GO_Biological_Process_2021,triglyceride metabolic process (GO:0006641),6/55,0.9406047074367534,0.9914084979876782,0,0,0.5690133357986457,0.034841997993981,LPGAT1;LIPG;SEL1L;APOBR;GPAT3;LPIN2
GO_Biological_Process_2021,heterochromatin assembly (GO:0031507),2/24,0.9425169139409652,0.9914084979876782,0,0,0.4226655697243932,0.0250223993747023,HELLS;SMCHD1
GO_Biological_Process_2021,negative regulation of neuron differentiation (GO:0045665),2/24,0.9425169139409652,0.9914084979876782,0,0,0.4226655697243932,0.0250223993747023,REST;CALR
GO_Biological_Process_2021,neuromuscular junction development (GO:0007528),2/24,0.9425169139409652,0.9914084979876782,0,0,0.4226655697243932,0.0250223993747023,LRRK2;NEDD4
GO_Biological_Process_2021,porphyrin-containing compound biosynthetic process (GO:0006779),2/24,0.9425169139409652,0.9914084979876782,0,0,0.4226655697243932,0.0250223993747023,ALAS1;COX15
GO_Biological_Process_2021,establishment of protein localization to mitochondrion (GO:0072655),5/48,0.9433458100725088,0.9914084979876782,0,0,0.5403866534139904,0.0315166200086614,GRPEL1;TIMM17A;HK2;TOMM40L;HSPD1
GO_Biological_Process_2021,histone H4 acetylation (GO:0043967),5/48,0.9433458100725088,0.9914084979876782,0,0,0.5403866534139904,0.0315166200086614,PHF20;LEF1;RUVBL1;EP300;BRCA2
GO_Biological_Process_2021,kidney development (GO:0001822),8/70,0.944194176002776,0.9914084979876782,0,0,0.59946998080965,0.0344236279177608,NIPBL;IFT88;CENPF;MME;NF1;CEP290;SULF2;VEGFA
GO_Biological_Process_2021,sensory perception of sound (GO:0007605),11/91,0.9443234345335648,0.9914084979876782,0,0,0.6386518287496455,0.0365861600415963,RIPOR2;NIPBL;CEMIP;WDR1;COL11A1;COL4A3;SLC52A3;BIRC5;GRAP;SLC26A4;ZNF354A
GO_Biological_Process_2021,monocarboxylic acid biosynthetic process (GO:0072330),7/63,0.9451519978310876,0.9914084979876782,0,0,0.5807844803171905,0.0327617738491773,ALDH1A3;CH25H;XBP1;SDS;ALOX5;LIPG;OSBP
GO_Biological_Process_2021,neuropeptide signaling pathway (GO:0007218),7/63,0.9451519978310876,0.9914084979876782,0,0,0.5807844803171905,0.0327617738491773,LTB4R2;KISS1R;RAPGEF2;GPR84;MCHR1;SORL1;LTB4R
GO_Biological_Process_2021,acetyl-CoA metabolic process (GO:0006084),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,TDO2
GO_Biological_Process_2021,detection of mechanical stimulus involved in sensory perception (GO:0050974),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,COL11A1
GO_Biological_Process_2021,establishment of apical/basal cell polarity (GO:0035089),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,RAP2A
GO_Biological_Process_2021,G protein-coupled glutamate receptor signaling pathway (GO:0007216),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,HOMER1
GO_Biological_Process_2021,histone H3 deacetylation (GO:0070932),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,SFPQ
GO_Biological_Process_2021,histone H4-K5 acetylation (GO:0043981),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,PHF20
GO_Biological_Process_2021,histone H4-K8 acetylation (GO:0043982),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,PHF20
GO_Biological_Process_2021,mammary gland epithelium development (GO:0061180),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,EPHA2
GO_Biological_Process_2021,medium-chain fatty acid metabolic process (GO:0051791),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,ABHD3
GO_Biological_Process_2021,membrane repolarization during cardiac muscle cell action potential (GO:0086013),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,KCNJ2
GO_Biological_Process_2021,myoblast fusion (GO:0007520),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,ADAM12
GO_Biological_Process_2021,negative regulation of androgen receptor signaling pathway (GO:0060766),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,ZBTB7A
GO_Biological_Process_2021,negative regulation of blood pressure (GO:0045776),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,NOS3
GO_Biological_Process_2021,peptidyl-arginine modification (GO:0018195),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,PADI4
GO_Biological_Process_2021,"phototransduction, visible light (GO:0007603)",1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,CNGB1
GO_Biological_Process_2021,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)",1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,ZFP36
GO_Biological_Process_2021,protein localization to cell-cell junction (GO:0150105),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,PAK2
GO_Biological_Process_2021,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)",1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,ZFP36
GO_Biological_Process_2021,"regulation of synaptic transmission, GABAergic (GO:0032228)",1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,NLGN2
GO_Biological_Process_2021,regulation of triglyceride biosynthetic process (GO:0010866),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,LDLR
GO_Biological_Process_2021,response to ethanol (GO:0045471),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,ADCY7
GO_Biological_Process_2021,tRNA 5'-end processing (GO:0099116),1/15,0.94613448456606,0.9914084979876782,0,0,0.3321620420857062,0.018391997868919,SSB
GO_Biological_Process_2021,cellular protein metabolic process (GO:0044267),62/417,0.9466970198917908,0.991446379428775,0,0,0.8092789186210474,0.0443292026529614,ERO1A;SERPINA1;CSF1;PLOD2;UBE2L6;PRSS23;TGM1;SERP1;EVA1A;PPP4R2;CCN1;LMCD1;CSNK1G3;PARP4;RIPK3;MMP1;PABPC4;SHISA5;ADAM10;FBXO11;MRPS6;PDIA6;MRPS5;CKAP4;F5;DNAJC3;RCN1;VCAN;ADORA2A;ENAM;ADPRH;VWA1;PADI4;RPN2;HM13;SRBD1;FURIN;CSF2RB;RRBP1;OMA1;HSP90B1;STC2;SPP1;ST8SIA4;ABL2;LTA4H;APOL1;SEC11C;ABCF1;USP25;TMEM132A;FN1;ADA2;RPL3L;WARS1;KTN1;SPCS3;IL6;TNIP1;MGAT4A;P4HB;MSRB1
GO_Biological_Process_2021,mitochondrial transport (GO:0006839),6/56,0.9469098930109784,0.991446379428775,0,0,0.557599093997735,0.0304177779046188,BNIP3;TIMM17A;PPIF;PMAIP1;BAK1;SLC25A24
GO_Biological_Process_2021,inorganic cation transmembrane transport (GO:0098662),39/274,0.9472103465840772,0.991446379428775,0,0,0.7696460386858252,0.0417410537430578,ATP6V1A;KCNK6;COX15;KCNC3;HVCN1;KCNA3;SLC1A3;ATP2A2;ATP12A;TMEM165;TRPM2;SCN11A;UCP2;TRPM7;SLC39A8;ITGAV;SLC39A7;SCN1B;KCNJ2;SLC36A1;KCNK10;TRPC3;KCNH7;SLC11A1;SLC11A2;SLC30A4;TRPV2;SLC6A11;KCNAB2;KCNAB3;MCOLN1;MCOLN2;TMCO1;FKBP1A;SLC6A6;SLC4A8;P2RX4;SLC9A8;RHCG
GO_Biological_Process_2021,bile acid metabolic process (GO:0008206),3/33,0.9474642287663242,0.991446379428775,0,0,0.4648373408769448,0.0250854565710529,CH25H;NPC1;OSBP
GO_Biological_Process_2021,exonucleolytic catabolism of deadenylated mRNA (GO:0043928),3/33,0.9474642287663242,0.991446379428775,0,0,0.4648373408769448,0.0250854565710529,CNOT6;PATL1;DCP2
GO_Biological_Process_2021,primary alcohol metabolic process (GO:0034308),3/33,0.9474642287663242,0.991446379428775,0,0,0.4648373408769448,0.0250854565710529,DHRS9;CYP1B1;GDPD3
GO_Biological_Process_2021,RNA stabilization (GO:0043489),3/33,0.9474642287663242,0.991446379428775,0,0,0.4648373408769448,0.0250854565710529,SLC11A1;PARN;YBX1
GO_Biological_Process_2021,sensory perception of bitter taste (GO:0050913),4/41,0.947723500256016,0.9915242938520916,0,0,0.5024549167163768,0.0269780534139261,RTP4;TAS2R30;TAS2R13;TAS2R19
GO_Biological_Process_2021,circulatory system development (GO:0072359),16/126,0.9491130088964814,0.9925908952689324,0,0,0.6753187754891332,0.0352701474476684,KDM6B;POPDC3;CDKN1A;TGFB1;PDGFB;FN1;MICAL2;SMG9;PTPN11;APELA;COL3A1;ADAP2;CASP8;SH3PXD2B;NF1;PDLIM7
GO_Biological_Process_2021,synapse organization (GO:0050808),16/126,0.9491130088964814,0.9925908952689324,0,0,0.6753187754891332,0.0352701474476684,C1QB;C1QA;DBNL;NLGN2;FZD5;LRRK2;C5AR1;REST;SPOCK2;NEDD4;PPFIA1;RAB29;NRCAM;GPC6;PPFIA2;C1QC
GO_Biological_Process_2021,response to glucose (GO:0009749),5/49,0.9497578850194542,0.9928682544566976,0,0,0.5280729742943159,0.0272212032370237,ERN1;XBP1;SELENOS;ZNF236;THBS1
GO_Biological_Process_2021,acylglycerol homeostasis (GO:0055090),2/25,0.951043794902697,0.9928682544566976,0,0,0.4042642140468227,0.0202921093621329,APOC2;ANGPTL4
GO_Biological_Process_2021,"chemical synaptic transmission, postsynaptic (GO:0099565)",2/25,0.951043794902697,0.9928682544566976,0,0,0.4042642140468227,0.0202921093621329,LRRK2;ARRB2
GO_Biological_Process_2021,peripheral nervous system development (GO:0007422),2/25,0.951043794902697,0.9928682544566976,0,0,0.4042642140468227,0.0202921093621329,ARTN;NF1
GO_Biological_Process_2021,phosphatidylinositol dephosphorylation (GO:0046856),2/25,0.951043794902697,0.9928682544566976,0,0,0.4042642140468227,0.0202921093621329,INPP5F;SYNJ2
GO_Biological_Process_2021,positive regulation of lipid metabolic process (GO:0045834),2/25,0.951043794902697,0.9928682544566976,0,0,0.4042642140468227,0.0202921093621329,IL1B;PPARD
GO_Biological_Process_2021,regulation of dopamine secretion (GO:0014059),2/25,0.951043794902697,0.9928682544566976,0,0,0.4042642140468227,0.0202921093621329,SYT2;DTNBP1
GO_Biological_Process_2021,regulation of rhodopsin mediated signaling pathway (GO:0022400),2/25,0.951043794902697,0.9928682544566976,0,0,0.4042642140468227,0.0202921093621329,CALM1;CNGB1
GO_Biological_Process_2021,sodium ion homeostasis (GO:0055078),2/25,0.951043794902697,0.9928682544566976,0,0,0.4042642140468227,0.0202921093621329,TMPRSS3;ATP12A
GO_Biological_Process_2021,arachidonic acid metabolic process (GO:0019369),6/57,0.952607135642206,0.9943068643424972,0,0,0.5466324695223502,0.0265404822712606,GPX1;ALOX5;CYP2S1;CYP1B1;ALOX12B;PTGS2
GO_Biological_Process_2021,nucleic acid-templated transcription (GO:0097659),4/42,0.9541101935194692,0.9943368480858954,0,0,0.4892026330682393,0.0229808354169087,TAF1B;BCL3;POLR2H;NFKBIB
